track_name,artist_name,lyrics
Open Arms (feat. Travis Scott),"SZA, Travis Scott",NA
Starboy,"The Weeknd, Daft Punk",NA
Party Monster,The Weeknd,"227 Contributors Translations Türkçe Español Français Polski Deutsch Party Monster Lyrics With an upbeat-yet-dark attitude, Abel details a re-introduction to his lavish party lifestyle and his pursuit of a woman who is already spoken for. Musically, Doc McKinney and Ben Billions' beat effectively… Read More [Refrain: The Weeknd] I'm good, I'm good, I'm great Know it's been a while, now I'm mixin' up the drank I just need a girl who gon' really understand I just need a girl who gon' really understand I'm good, I'm good, I'm great Know it's been a while, now I'm mixin' up the drank I just need a girl who gon' really understand I just need a girl who gon' really understand [Verse 1: The Weeknd] And I seen her get rich hittin' the pole I've seen her, I knew she had to know I've seen her take down that tequila Down by the liter, I knew I had to meet her Ooh, she mine, ooh, girl, bump and grind Ooh, she mine, ooh, girl, bump a line Angelina, lips like Angelina Like Selena, ass shaped like Selena [Chorus: The Weeknd] I'm like, got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name [Refrain: The Weeknd] I'm good, I'm good, I'm great Know it's been a while, now I'm mixin' up the drank I just need a girl who gon' really understand I just need a girl who gon' really understand I'm good, I'm good, I'm great Know it's been a while, now I'm mixin' up the drank I just need a girl who gon' really understand I just need a girl who gon' really understand [Verse 2: The Weeknd] I been poppin', just took three in a row I'm down to do it again, I'm on a roll I've seen him outside tryna reach her You tryna leave him, you said I'm the reason Tell me lies, ooh, girl, tell me lies Say you're mine, I'm yours for the night I'm the realest, she said I'm the realest Head be genius, dick game be the meanest [Chorus: The Weeknd] I'm like, got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name [Bridge: The Weeknd] Yeah Ooh, yeah Ooh, yeah Oh, yeah Yeah Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Bitches in my new spot, crowdin' up my space Had to check the safe, check the dresser for my chains Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Bitches in my new spot, crowdin' up my space Had to check the safe, check the dresser for my chains [Interlude: The Weeknd & Lana Del Rey ] Paranoid Paranoid  Paranoid Oh, paranoid  Paranoid Oh, paranoid  But I see somethin' in you You're paranoid  Paranoid Paranoid  Paranoid Oh, paranoid  Paranoid Oh, paranoid  But I see somethin' in you I see somethin' in you [Outro: The Weeknd & Lana Del Rey ] Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name Got up, thank the Lord for the day Woke up by a girl, I don't even know her name Woke up by a girl, I don't even know her name Woke up, woke up by a girl, I don't even know her name You're paranoid"
False Alarm,The Weeknd,"174 Contributors Translations Türkçe Español Polski False Alarm Lyrics “False Alarm” is an ode to a woman consumed by her love of material things, who has been caught up in the ‘flashing lights’ and pressure that has come with a privileged lifestyle. The Weeknd released “False… Read More [Verse 1] Bathroom stalls for the powder nose She loves High heel shoes with the open toes She loves She's got a good time wrapped in gold She loves For you, for you All red dress with the devil eyes She loves So obsessed with the camera lights She loves You love her, but you can't deny She loves The truth, the truth [Pre-Chorus] She loves everybody Can't you tell by the signs? She loves everybody She gets off all the time It's a dark philosophy And it haunts her constantly It's a false alarm to me She's a false alarm [Chorus] False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey Alarm False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey [Verse 2] Six inch long, 'bout three inch wide She loves Dolla', dolla' bill is her only type She loves You love her, but you'll never be She loves The one, the one Diamonds and the rings are her fantasy She loves She chase hearts with the Hennessy She loves You love her, but you'll never be She loves Enough, enough [Pre-Chorus] She loves everybody Ah Can't you tell by the signs? She loves everybody Ah She gets off all the time It's a dark philosophy Dark philosophy And it haunts her constantly Haunts her constantly She's a false alarm to me False alarm She's a false alarm [Chorus] False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey Alarm False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey [Bridge] She always leaves the man she loves But the diamonds are forever She always seems to be alone But the diamonds make it better [Chorus] False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey Alarm False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey False alarm Hey, hey, hey, hey, hey"
Reminder,The Weeknd,"303 Contributors Translations Türkçe Português Français Español Polski Italiano Reminder Lyrics “Reminder” is Abel’s response to his critics following the release of Beauty Behind the Madness that suggest he’s lost his drug-fueled way. Much as he did on 2015’s “Tell Your Friends,” Abel confidently… Read More [Verse 1] Record man play my song on the radio You too busy tryna find that blue-eyed soul I let my black hair grow and my weed smoke And I swear too much on the regular We gon' let them hits fly, we gon' let it go If it ain't XO, then it gotta go I just won a new award for a kids show Talkin' 'bout a face numbin' off a bag of blow I'm like, goddamn, bitch, I am not a Teen Choice Goddamn, bitch, I am not a bleach boy Whip game, make a nigga understand though Got that Hannibal, Silence of the Lambo Hit the gas so hard make it rotate All my niggas blew up like a propane All these R&B niggas be so lame Got a sweet Asian chick, she go lo mein Oh-oh-oh [Chorus] You know me Know me, uh, na-na-na-na-na  You know me Know me, know me, oh-oh-oh  You know me Know me, know me, na-na-na-na-na  Every time you try to forget who I am I'll be right there to remind you again You know me Pow, pow You know me Know me [Verse 2] Said I'm just tryna swim in somethin' wetter than the ocean Faded off a double cup, I'm mixin' up the potion All I wanna do is make that money and make dope shit It just seem like niggas tryna sound like all my old shit Everybody knows it, all these niggas know me Platinum off a mixtape, sippin' on that codeine Pour it in my trophies , roll until my nose bleed I'ma keep on singin' while I'm burnin' up that OG All my niggas get it, they make money all alone Rock a chain around they neck, makin' sure I'm gettin' home When I travel 'round the globe, make a couple mil' a show And I come back to my city, I fuck every girl I know Used to walk 'round with a slouch, had a mattress on the floor Now my shit straight, eatin' all day, tryna lose weight That good sex, we'll sweat it out Hotel bed springs, we'll wear it out I ain't gotta tell you [Chorus] 'Cause you know me Oh-oh-oh You know me Know me, ah, na-na-na-na-na  You know me Know me, know me, oh-oh-oh  You know me Know me, know me, na-na-na-na-na  Every time you try to forget who I am Try to forget who I am I'll be right there to remind you again Hey You know me Pow, pow You know me Know me, know me [Bridge] Why don't you shake somethin', shake somethin' For the Don? Don't you break nothin', break nothin' Baby girl, won't you work somethin', work somethin' For the Don? Don't you hurt nothin', hurt nothin' Baby girl, won't you shake somethin', shake somethin' Shake some For the Don? Don't you break nothin' Break nothin', break nothin' Baby girl, won't you work somethin' Work, work somethin' For the Don? Don't you hurt nothin', hurt nothin' [Refrain] 'Cause you know me Girl, you know me You already know me Yeah, you know me [Outro] Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na Oh-oh-oh, na-na-na-na-na"
Rockin’,The Weeknd,"102 Contributors Translations Türkçe Deutsch Español Polski Rockin’ Lyrics The Weeknd’s “Rockin'” is a ravey, club song detailing a carefree relationship with absolutely no strings attached. The Weeknd describes a relationship that doesn’t require longstanding commitment, but one… Read More [Intro] Mmm, もう待てないよ Yeah, uh [Verse 1] People always talk about the ones that got away I just seem to get the ones that always want to stay I'm just too distracted with the life I'm tryna paint Yeah, yeah Uh, oh yeah, yeah Ooh, said I got all these women too attracted to the fame Got too many niggas that are ignorin' the way Nothing's gonna stop me, I'ma get it either way Yeah, yeah Uh, oh yeah, yeah Ooh [Pre-Chorus] Why would you wanna take away from this moment? We can own it Why would you wanna take away from this moment? Woo-hoo [Chorus] You don't have to spend your life with me You don't have to waste your energy We can just be rockin', yeah We can just be rockin', yeah I just want your body next to me 'Cause it brings me so much ecstasy We can just be rockin', yeah We can just be rockin', yeah, yeah, yeah [Verse 2] You see me textin', baby, you see those missed calls I'm actin' reckless baby, I'm 'bout to lose it all This liquor got me crazy, mixed with that Adderall I'm focused on the beat, oh yeah [Pre-Chorus] Why would you wanna take away Don't take away From this moment? From this moment We can own it We can own it Why would you wanna take away Don't you take away From this moment? Oh Woo-hoo Hey [Chorus] You don't have to spend your life with me You don't have to spend it You don't have to waste your energy Uh We can just be rockin', yeah We can just be rockin', yeah We can just be rockin' I just want your body next to me Oh, hey 'Cause it brings me so much ecstasy We can just be rockin', yeah We can just be rockin', yeah, yeah, yeah We can just be rockin', baby [Bridge] Yeah Yeah Hey Come on, baby Tryna be, yeah Let's go, hey [Chorus] You don't have to spend your life with me You don't have to spend your life with me, yeah You don't have to waste your energy You don't have to waste it We can just be rockin', yeah Oh, baby We can just be rockin', yeah Uh, oh, you got to, need to know, oh woah I just want your body next to me Hey 'Cause it brings me so much ecstasy Yeah We can just be rockin', yeah Oh We can just be rockin', yeah, yeah, yeah, yeah"
Secrets,The Weeknd,"155 Contributors Translations Türkçe Português Español Polski Secrets Lyrics “Secrets,” initially inspired by Dolly Parton and Conway Twitty, finds Abel explaining that he can fully understand what’s going on in the girls mind. A preview of the song appeared on the “M A N I A” visuals… Read More [Verse 1] Everybody here wants you My love, my love And I know that you want 'em too My love, my love I ask you what your heart desires My love, my love You tell me I'm the only one My love, my love [Pre-Chorus] It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes [Chorus] I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' [Verse 2] You told me not to worry 'bout Those guys, those guys You told me that you left it all Behind, behind [Pre-Chorus] It's a lie, a lie I catch you every time In your lies, your lies Every time you close your eyes [Chorus] I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' I hear the secrets that you keep When you're talkin' in your sleep I hear the secrets that you keep, keep, keep When you're talk, talkin', talkin' [Bridge] Wipe the lust from your eyes I see that you're not mine I can see the lust in your eyes Wipe the You can't hide it Lust from your eyes You can't be the one, I rely I see We're divided That you're not mine [Chorus] I hear the secrets that you keep Secrets that you keep When you're talkin' in your sleep Talkin' in your sleep I hear the secrets that you keep, keep, keep Secrets that you keep When you're talk, talkin', talkin' Oh, baby I hear the secrets that you keep Secrets that you keep When you're talkin' in your sleep Talkin' in your sleep I hear the secrets that you keep, keep, keep Secrets that you keep When you're talk, talkin', talkin'"
True Colors,The Weeknd,"115 Contributors Translations Türkçe Español Português Polski True Colors Lyrics Following “Secrets,” which explored a deceptive love interest, “True Colors” is about learning who this female really is, not who she wants Abel to think she is. The monogamous themes explored throughout the… Read More [Intro] Yeah, uh Yeah Yeah [Verse 1] Tell me the truth, baby girl, who else been with you? It's gon' come to my attention either way, yeah Uh, yeah And I understand, baby girl, we all have a past I'd much rather hear the truth come straight from you Yeah [Pre-Chorus] So if I love you If I love you It'd be just for you It'd be just for you So when I'm touchin' you Touchin' you Can I trust in you? Trust in you Can I trust in you? Oh, babe Trust in you [Chorus] Girl, come show me your true colors Paint me a picture with your true colors These are the questions of a new lover True colors, true colors Girl, come show me your true colors Paint me a picture with your true colors These are confessions of a new lover Hey, hey True colors, true colors Woo [Verse 2] What's done is done now that I'm the only one If you tell me, I'll accept what you've been through, oh yeah And I don't believe all this inconsistency I've been hearin' different stories about you [Pre-Chorus] So if I love you If I love you It'd be just for you It'd be just for you So when I'm touchin' you Touchin' you Can I trust in you? Trust in you Can I trust in you? Oh, babe Trust in you, hey [Chorus] Girl, come show me your true colors Paint me a picture with your true colors These are the questions of a new lover True colors, true colors Oh, baby Girl, come show me your true colors True Paint me a picture with your true colors True These are confessions of a new lover True True colors [Bridge] Baby, show me you're a keeper Hey, oh It's been hard for me to keep up Oh You've been tryna keep me in the dark Oh But, baby girl, I see you Oh Baby, show me you're a keeper Show me you're a keeper It's been hard for me to keep up Hard for me to keep up You've been tryna keep me in the dark Yeah, yeah, yeah But, baby girl, I see you, yeah [Chorus] Girl, come show me your true colors Paint me a picture with your true colors These are the questions of a new lover True colors, true colors Girl, come show me your true colors Paint me a picture with your true colors These are confessions of a new lover True colors, true colors"
Stargirl Interlude,"The Weeknd, Lana Del Rey",NA
Sidewalks,"The Weeknd, Kendrick Lamar",NA
Six Feet Under,The Weeknd,"136 Contributors Translations Türkçe Español Português Polski Six Feet Under Lyrics With the cadence of “Low Life” and the subject matter of “6 INCH,” The Weeknd’s “Six Feet Under” is about a girl who’ll stop at nothing to make money, even when she’s six feet under the ground in her grave. [Verse 1: The Weeknd] Ask around about her She don't get emotional Kill off all her feelings That's why she ain't approachable She know her pussy got a fanbase No, no A couple niggas with a suitcase Suit and tie niggas who play roleplay When it comes to money, she play no games [Pre-Chorus: The Weeknd] She lick it up just like a candy Candy She wanna make 'em leave they family Family She tryna live a life so fancy Fancy She wanna pull up in a Bentley Bentley She ain't got time for lovin' Lovin' Louis Vuitton her husband Husband She'd rather die in lustin' Lustin' She'd rather die in the club till she [Chorus: The Weeknd & Future ] Six feet under, she gon' get that fuckin' paper That fuckin' paper Six feet under, she gon' get that fuckin' paper That fuckin' paper Six feet under, she gon' get that fuckin' paper You know how she get down, pop it for a check now Six feet under, six, six feet under That fuckin' paper Six feet under, six, six feet under That fuckin' paper Six feet under, she gon' kill me for that paper Not the type to fuck around, go'n and turn that ass around [Verse 2: The Weeknd] She don't depend on anybody Know just what to do with her own body Countin' all that money like a hobby She don't give a fuck about nobody And she got her whole crew poppin' And she bend it over like she got no backbone Got a couple niggas blingin' up a trap phone She don't need nobody waitin' back home, she got it [Pre-Chorus: The Weeknd] She lick it up just like a candy Candy She wanna make 'em leave they family Family She tryna live a life so fancy Fancy She wanna pull up in a Bentley Bentley She ain't got time for lovin' Lovin' Louis Vuitton her husband Husband She'd rather die in lustin' Lustin' She'd rather die in the club till she [Chorus: The Weeknd & Future ] Six feet under, she gon' get that fuckin' paper That fuckin' paper Six feet under, she gon' get that fuckin' paper That fuckin' paper Six feet under, she gon' get that fuckin' paper You know how she get down, pop it for a check now Six feet under, six, six feet under That fuckin' paper Six feet under, six, six feet under That fuckin' paper Six feet under, she gon' kill me for that paper Not the type to fuck around, go'n and turn that ass around [Post-Chorus: Future & The Weeknd ] Go'n and turn that ass around Yeah, yeah  Oh, murder, oh, murder Go'n and turn that ass around Oh murder, oh murder [Bridge: The Weeknd] Real love's hard to find Real love's hard to find So she don't waste her time So she don't waste her time So she don't waste her time, oh You ain't gon' catch her cryin' You ain't gon' catch her cryin' She ain't gon' lose her mind Mind She ain't gon' lose her mind till she [Outro: Future & The Weeknd ] Six feet under, she gon' kill me for that paper Till she  Six feet under, she gon' kill me for that paper Till she  Six feet under, she gon' kill me for the paper Not the type to fuck around, go'n and turn that ass around"
Love To Lay,The Weeknd,"89 Contributors Translations Türkçe Español Polski Love to Lay Lyrics “Love To Lay” is Abel’s recognition of the fact that there are women similar to him – who don’t actively look for love and relationships. The woman who Abel used to love only wanted to lay down for the night,… Read More [Verse 1] It has begun again, my friend In this room, we are nothing but strangers in a bed You made me fall again, my friend How can I forget when you said love was just pretend? [Pre-Chorus] Well, I told her I've been thinkin' 'bout her lately But she told me that to love her is so crazy Hey [Chorus] 'Cause she loves to lay Woah  I learned the hard way Oh  She loves to lay, I'm all to blame I learned the hard way Oh  She loves to lay Know I learned the hard way She loves to lay, it's all a game I learned the hard way Hey [Verse 2] It has begun again, my friend My friend In your heart, we are We are nothing but strangers in the end [Pre-Chorus] Then I told her I've been thinkin' 'bout her lately But she told me that to love her is so crazy Hey [Chorus] 'Cause she loves to lay Woah  I learned the hard way Oh  She loves to lay, I'm all to blame I learned the hard way I learned the hard way; oh  She loves to lay Hey Know I learned the hard way She loves to lay, it's all a game I learned the hard way Oh [Bridge] I feel there's someone else Worth your time from the start He's just one call away From your mind and your heart It has begun Begin again Again, my friend Hey [Chorus] She loves to lay She loves to lay; woah  I learned the hard way Know I learned the hard way; oh  She loves to lay, I'm all to blame I learned the hard way Woah, woah; oh  She loves to lay Know I learned the hard way She loves to lay, it's all a game I learned the hard way Ho"
A Lonely Night,The Weeknd,"82 Contributors Translations Português Türkçe English Polski A Lonely Night Lyrics “A Lonely Night” finds Abel apologizing for making a girl believe they’d ever be anything more than a classic one night stand. [Intro] Gassed up, yeah, yeah Hey Na-na-na-na, na-na-na-na-na, hey [Verse 1] Why would you wanna bring somethin' between us? There's nothin' between us, oh, ayy, ayy Why would you wanna use a life to keep us? To keep us together, oh woah, oh [Pre-Chorus] Better when we're both apart Oh Better when we're both apart We're no good for each other No good for each other Better when we're both apart My baby Better when we're both apart We're no good for each other [Chorus] A lonely night Baby girl, I loved you on a lonely night, oh It was the only time And if I led you on, then I apologize [Verse 2] How can I make you rethink your decision? Unruly decision, oh woah, hey Oh What's gonna make you rethink your position? I know your intentions I know your intentions, oh woah, oh, hey [Pre-Chorus] Better when we're both apart Oh Better when we're both apart We're no good for each other No good for each other No good for each other Better when we're both apart My baby Better when we're both apart We're no good for each other [Chorus] A lonely night Baby girl, I loved you on a lonely night, oh Ooh woah It was the only time And if I led you on, then I apologize, oh I apologize [Pre-Chorus] Let's go Better when we're both apart I'll be Better when we're both apart Oh We're no good for each other No good for each other Better when we're both apart Oh, baby Better when we're both apart We're no good for each other, hey [Interlude] Woo Da-da-da-da-da-da Da-da-da-da-da-da, oh, ho [Chorus] A lonely night Baby girl, I loved you on a lonely night, oh Hey It was the only time It was the only time And if I led you on, then I apologize, oh Apologize, woah A lonely night Baby girl, I loved you on a lonely night, oh Ooh woah It was the only time And if I led you on, then I apologize, oh Oh [Outro] Baby girl, I loved you You know I loved you Know I loved you Hey, no-no-no-no-no No-no-no-no-no, ayy"
Attention,The Weeknd,"95 Contributors Translations Türkçe Español Polski Attention Lyrics “Attention” analyzes turbulence in a relationship in which Abel’s partner feels undervalued and ignored. This could be one of the challenges faced with love when you become a “Starboy.” Cashmere Cat is… Read More [Intro: Mustafa The Poet] Ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh Ooh-ooh-ooh-ooh-ooh [Verse 1: The Weeknd] Baby, you were so strong Baby, you were calm, you were so calm, yeah Tell me where it went wrong Tell me how to love, it's been so long When a call's not enough, yeah And you just need to touch Thinkin' twice I'm the one, yeah But you just need to trust [Chorus: The Weeknd] You're only lookin' for attention You only notice it 'cause I'm never around You're only lookin' for attention, oh, oh, babe You're only lookin' for attention The only problem is you'll never get enough You're only lookin' for attention, oh, oh woah [Verse 2: The Weeknd] What do you expect now? Only thing left is the sex now 'Cause baby too vexed now Only see me on the TV or the bed now When a touch not enough, yeah You were more than a fuck Thinkin' twice I'm the one But you just need to trust [Chorus: The Weeknd] You're only lookin' for attention You only notice it 'cause I'm never around You're only lookin' for attention, oh, oh, babe You're only lookin' for attention The only problem is you'll never get enough You're only lookin' for attention, oh, oh woah [Bridge: The Weeknd] Ooh, ooh Ooh, attention Ooh, ooh Oh, oh, oh, oh, oh, oh, oh Ooh Love all the attention, baby, attention Love all the attention [Chorus: The Weeknd] You're only lookin' for attention You only notice it 'cause I'm never around You're only lookin' for attention, oh, oh, babe You're only lookin' for attention The only problem is you'll never get enough You're only lookin' for attention, oh, oh woah, yeah [Outro: Mustafa The Poet & The Weeknd ] Oh, oh Yeah , oh, oh Yeah  Oh, oh Yeah , oh, oh"
Ordinary Life,The Weeknd,"141 Contributors Translations Español Türkçe Polski Ordinary Life Lyrics Abel begins to express concern or regret about the drug-fueled, party-orientated life he is living on “Ordinary Life”. He acknowledges that he cannot, and does not, want to change the things he has done nor… Read More [Verse 1] Heaven in her mouth, got a hell of a tongue I can feel her teeth when I drive on a bump Fingers lettin' go of the wheel when I cum Whe-wheel when I cum, whe-wheel when I cum David Carradine, I'ma die when I cum Die when I cum She just givin' head, she don't know what I done Like I'm James Dean, I'ma die when I'm young Die when I'm Die when I'm young Die when I'm, die when I'm young [Pre-Chorus] Heaven knows that I've been told Paid for the life that I chose If I could, I'd trade it all Trade it for a halo Yeah, she said that she'll pray for me I said it's too late for me 'Cause I think it's safe to say [Chorus] This ain't ordinary life This ain't ordinary life This ain't ordinary life This ain't ordinary life No ordinary life This ain't ordinary life This ain't ordinary life This ain't ordinary life [Verse 2] Valhalla's where all the righteous are led Mulholland's where all the damned will be kept Devil on my lap and a cross on my neck Cro-cross on my neck, cro-cross on my neck Over forty-five, I'ma drift on a bend Do a buck twenty, I'ma fly off the edge Everybody said it would hurt in the end Hurt in the end, but I feel nothin' [Pre-Chorus] She said that she'll pray for me I said it's too late for me 'Cause I think it's safe to say [Chorus] This ain't ordinary life This ain't ordinary life This ain't ordinary life This ain't ordinary life No ordinary life This ain't ordinary life Woah-oh-oh This ain't ordinary life Woah-oh-oh This ain't ordinary life [Bridge] Angels all singin' in monasteries, yeah My soul is burning in LaFerraris Father, sorry, Father, sorry Halos are given to ordinary lives No, but this ain't ordinary life [Chorus] This ain't ordinary life This ain't ordinary life This ain't ordinary life No ordinary life This ain't ordinary life Woah-oh-oh This ain't ordinary life Woah-oh-oh This ain't ordinary life No ordinary life [Outro] Woah-oh-oh, woah-oh-oh"
Nothing Without You,The Weeknd,"103 Contributors Translations Türkçe Español Polski Nothing Without You Lyrics “Nothing Without You” differs from other Starboy songs—such as “Rockin'” and “Party Monster”—in that Abel admits to loving this girl, and wanting to stay together with her. Abel credits his lover for making… Read More [Verse 1] I realized I belong to you I feel the darkness when away from you, hey yeah [Pre-Chorus] Don't stop your lovin', walk out on me Don't stop for nothin', you're what I bleed I learned to love you, the way you need 'Cause I know what's pain, this is not the same [Chorus] I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin', nothin'  I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin', nothin' Yeah I was too busy tryna find you with someone else The one I couldn't stand to be with was myself 'Cause I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin'  [Verse 2] Pick up your phone, I got a question, oh If I die tonight, would you regret it? Woah-woah [Pre-Chorus] Don't stop your lovin', it's all I have 'Cause I can't function, no, I won't last I swear I'll love you just like the past 'Cause I know what's pain, this is not the same [Chorus] I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin', nothin' Oh I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin', nothin'  I was too busy tryna find you with someone else The one I couldn't stand to be with was myself 'Cause I'll be nothin', nothin', nothin', nothin' without you  Nothin', nothin', nothin'  [Outro] When I feel the love, girl, I hesitate It's what I'm guilty of, oh yeah I can't get enough, I'm insane Without your touch, touch, touch I'll be nothin', nothin', nothin', nothin' Nothin', nothin', nothin', nothin' Nothin', nothin', nothin', nothin' without you"
All I Know,"The Weeknd, Future",NA
Die For You,The Weeknd,"249 Contributors Translations Português فارسی Türkçe Español Deutsch Русский Russian Polski Die For You Lyrics On “Die For You” The Weeknd croons about the conflicting feelings and pain that comes with letting go of someone he still has intense feelings for. Many fans speculate the song was written about Abel’s then… Read More [Verse 1] I'm findin' ways to articulate the feelin' I'm goin' through I just can't say I don't love you Yeah 'Cause I love you, yeah It's hard for me to communicate the thoughts that I hold But tonight, I'm gon' let you know Let me tell the truth Baby, let me tell the truth, yeah [Pre-Chorus] You know what I'm thinkin', see it in your eyes You hate that you want me, hate it when you cry You're scared to be lonely, 'specially in the night I'm scared that I'll miss you, happens every time I don't want this feelin', I can't afford love I try to find a reason to pull us apart It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away, oh [Chorus] Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you Baby, I would die for you, yeah Say [Verse 2] I'm findin' ways to manipulate the feelin' you're goin' through But, baby girl, I'm not blamin' you Just don't blame me, too, yeah 'Cause I can't take this pain forever And you won't find no one that's better 'Cause I'm right for you, babe I think I'm right for you, babe [Pre-Chorus] You know what I'm thinkin', see it in your eyes You hate that you want me, hate it when you cry It ain't workin' 'cause you're perfect And I know that you're worth it I can't walk away, oh [Chorus] Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you, uh Baby, I would die for you, yeah [Bridge] I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby I'm just sayin', yeah I would die for you, I would lie for you Keep it real with you, I would kill for you, my baby Na-na-na, na-na-na, na-na-na [Chorus] Even though we're goin' through it And it makes you feel alone Just know that I would die for you Baby, I would die for you, yeah The distance and the time between us It'll never change my mind 'cause Baby, I would die for you Baby, I would die for you, yeah Oh, babe [Outro] Die for you"
I Feel It Coming,"The Weeknd, Daft Punk",NA
MIENTRAS ME CURO DEL CORA,KAROL G,"17 Contributors Translations English Deutsch MIENTRAS ME CURO DEL CORA Lyrics [Letra de ""MIENTRAS ME CURO DEL CORA""] [Intro] Dame tiempo Que no estoy en mi mejor momento Pero yo mejoro de a poquitos, sí Hoy estoy down, pero yo sé que mañana será más bonito Diferente, otra vibra, otro ambiente Hoy estoy en menos veinte Pero me recargo de mi gente [Coro] Y mientras me curo del corazón Hoy salgo pa'l mar a aprovechar que hay sol Está bien no sentirse bien, es normal, no es delito Estoy viva, más na' necesito Y mientras me curo del corazón Hoy salgo pa'l mar a aprovechar que hay sol Está bien no sentirse bien, es normal, no es delito Y mañana será más bonito [Verso] Salud, porque tengo a mis padres bien Y a mis hermanitas también Hoy no estoy al cien, pero pronto se me quita Con cervecita y buena musiquita Los panas de visita, se me van los males Aunque estar mal es normal, todo se vale Que no me falte la salud, ni pa' mí ni pa' mi club Ni que me falte Ovy en los instrumentale' Ya con eso tengo A vece' ya no sé pa' dónde voy Pero no me olvido de dónde vengo Yo sé lo que soy y lo que seré Por eso es que la fe me tengo [Pre-Coro] No necesito más Solo amor, dame tiempo Yo me sano con tu compañía Esa paz que me das En otro no la encuentro, no Por eso yo quiero de tus besos [Coro] Pa' que me curen el corazón Hoy salgo pa'l mar a aprovechar que hay sol Está bien no sentirse bien, es normal, no es delito Estoy viva, más na' necesito Y mientras me curo del corazón Hoy salgo pa'l mar a aprovechar que hay sol Está bien no sentirse bien, es normal, no es delito Y mañana será más bonito [Outro] Mientras me curo del corazón Mientras me curo del corazón"
X SI VOLVEMOS,"KAROL G, Romeo Santos",NA
PERO TÚ,"KAROL G, Quevedo",NA
